state	year	fips_pct	fips_cnty	precinct_code	county	precinct	cd	g2005_GOV_dv	g2005_GOV_rv	g2005_GOV_tv	g2005_LTG_dv	g2005_LTG_rv	g2005_LTG_tv	g2005_ATG_dv	g2005_ATG_rv	g2005_ATG_tv
"VA"	2005	5601	51005	601	"ALLEGHANY COUNTY"	"DISTRICT 1"	9	429	291	720	392	311	703	562	171	733
"VA"	2005	5701	51005	701	"ALLEGHANY COUNTY"	"DISTRICT 2"	9	367	166	533	345	181	526	449	91	540
"VA"	2005	7101	51007	101	"AMELIA COUNTY"	"NUMBER ONE"	4	233	370	603	230	384	614	231	376	607
"VA"	2005	7201	51007	201	"AMELIA COUNTY"	"NUMBER TWO"	4	333	457	790	295	480	775	294	493	787
"VA"	2005	7301	51007	301	"AMELIA COUNTY"	"NUMBER THREE"	4	188	482	670	167	493	660	178	485	663
"VA"	2005	7401	51007	401	"AMELIA COUNTY"	"NUMBER FOUR"	4	253	536	789	230	562	792	226	570	796
"VA"	2005	7501	51007	501	"AMELIA COUNTY"	"NUMBER FIVE"	4	361	406	767	325	426	751	318	428	746
"VA"	2005	9101	51009	101	"AMHERST COUNTY"	"WRIGHT SHOP"	6	339	216	555	322	222	544	315	233	548
"VA"	2005	9102	51009	102	"AMHERST COUNTY"	"NEW GLASGOW"	6	276	328	604	269	338	607	276	333	609
"VA"	2005	9103	51009	103	"AMHERST COUNTY"	"COOLWELL"	6	75	166	241	72	173	245	73	173	246
"VA"	2005	9201	51009	201	"AMHERST COUNTY"	"COURT HOUSE"	6	649	653	1302	591	718	1309	597	706	1303
"VA"	2005	9202	51009	202	"AMHERST COUNTY"	"TEMPERANCE"	6	200	243	443	199	245	444	204	241	445
"VA"	2005	9301	51009	301	"AMHERST COUNTY"	"MONROE"	6	194	287	481	179	309	488	176	304	480
"VA"	2005	9302	51009	302	"AMHERST COUNTY"	"ELON"	6	417	710	1127	379	764	1143	397	746	1143
"VA"	2005	9303	51009	303	"AMHERST COUNTY"	"PLEASANT VIEW"	6	123	169	292	107	184	291	120	173	293
"VA"	2005	9401	51009	401	"AMHERST COUNTY"	"AMELON"	6	530	748	1278	498	774	1272	496	774	1270
"VA"	2005	9501	51009	501	"AMHERST COUNTY"	"MADISON"	6	580	696	1276	549	720	1269	538	737	1275
"VA"	2005	11101	51011	101	"APPOMATTOX COUNTY"	"VERA"	5	130	215	345	123	222	345	119	227	346
"VA"	2005	11102	51011	102	"APPOMATTOX COUNTY"	"PAMPLIN"	5	241	320	561	228	335	563	219	340	559
"VA"	2005	11201	51011	201	"APPOMATTOX COUNTY"	"CHAP"	5	140	178	318	122	191	313	125	186	311
"VA"	2005	11202	51011	202	"APPOMATTOX COUNTY"	"SPOUT SPRING"	5	215	398	613	195	417	612	204	415	619
"VA"	2005	11301	51011	301	"APPOMATTOX COUNTY"	"460"	5	186	321	507	154	355	509	186	323	509
"VA"	2005	11302	51011	302	"APPOMATTOX COUNTY"	"STONEWALL"	5	188	231	419	182	244	426	178	245	423
"VA"	2005	11401	51011	401	"APPOMATTOX COUNTY"	"COURTHOUSE"	5	331	491	822	279	542	821	301	518	819
"VA"	2005	11501	51011	501	"APPOMATTOX COUNTY"	"OAKVILLE"	5	259	375	634	235	377	612	253	365	618
"VA"	2005	11502	51011	502	"APPOMATTOX COUNTY"	"AGEE"	5	114	134	248	104	135	239	99	142	241
"VA"	2005	13001	51013	1	"ARLINGTON COUNTY"	"ARLINGTON"	8	582	155	737	561	162	723	571	154	725
"VA"	2005	13002	51013	2	"ARLINGTON COUNTY"	"ASHTON HEIGHTS"	8	1019	239	1258	979	281	1260	979	289	1268
"VA"	2005	13003	51013	3	"ARLINGTON COUNTY"	"AURORA HILLS"	8	726	325	1051	698	358	1056	684	374	1058
"VA"	2005	13004	51013	4	"ARLINGTON COUNTY"	"BALLSTON"	8	726	220	946	695	261	956	702	252	954
"VA"	2005	13006	51013	6	"ARLINGTON COUNTY"	"CRYSTAL CITY"	8	709	377	1086	694	392	1086	695	389	1084
"VA"	2005	13007	51013	7	"ARLINGTON COUNTY"	"CHERRYDALE"	8	989	280	1269	940	339	1279	958	318	1276
"VA"	2005	13008	51013	8	"ARLINGTON COUNTY"	"HUME"	8	977	437	1414	976	445	1421	974	437	1411
"VA"	2005	13009	51013	9	"ARLINGTON COUNTY"	"COLUMBIA"	8	904	209	1113	888	226	1114	883	228	1111
"VA"	2005	13010	51013	10	"ARLINGTON COUNTY"	"WILSON"	8	707	209	916	679	241	920	691	226	917
"VA"	2005	13011	51013	11	"ARLINGTON COUNTY"	"EAST FALLS CHURCH"	8	728	247	975	697	279	976	691	287	978
"VA"	2005	13012	51013	12	"ARLINGTON COUNTY"	"FAIRLINGTON"	8	936	359	1295	918	395	1313	919	396	1315
"VA"	2005	13013	51013	13	"ARLINGTON COUNTY"	"GLEN CARLYN"	8	572	191	763	567	195	762	563	199	762
"VA"	2005	13014	51013	14	"ARLINGTON COUNTY"	"CLARENDON"	8	639	205	844	623	222	845	617	227	844
"VA"	2005	13015	51013	15	"ARLINGTON COUNTY"	"LYON PARK"	8	908	233	1141	905	239	1144	899	246	1145
"VA"	2005	13016	51013	16	"ARLINGTON COUNTY"	"LYON VILLAGE"	8	965	271	1236	922	303	1225	937	294	1231
"VA"	2005	13017	51013	17	"ARLINGTON COUNTY"	"OVERLEE KNOLLS"	8	1049	306	1355	1000	374	1374	1006	368	1374
"VA"	2005	13018	51013	18	"ARLINGTON COUNTY"	"PARK LANE"	8	964	253	1217	931	281	1212	929	283	1212
"VA"	2005	13019	51013	19	"ARLINGTON COUNTY"	"ROSSLYN"	8	787	246	1033	749	287	1036	751	287	1038
"VA"	2005	13020	51013	20	"ARLINGTON COUNTY"	"THRIFTON"	8	1018	460	1478	962	529	1491	997	499	1496
"VA"	2005	13021	51013	21	"ARLINGTON COUNTY"	"VIRGINIA HIGHLANDS"	8	694	286	980	664	315	979	672	316	988
"VA"	2005	13022	51013	22	"ARLINGTON COUNTY"	"ABINGDON"	8	825	247	1072	808	268	1076	805	269	1074
"VA"	2005	13023	51013	23	"ARLINGTON COUNTY"	"WESTOVER"	8	746	192	938	718	240	958	723	231	954
"VA"	2005	13024	51013	24	"ARLINGTON COUNTY"	"WOODLAWN"	8	1309	324	1633	1269	371	1640	1281	358	1639
"VA"	2005	13025	51013	25	"ARLINGTON COUNTY"	"ARLINGTON FOREST"	8	774	254	1028	750	272	1022	753	273	1026
"VA"	2005	13026	51013	26	"ARLINGTON COUNTY"	"FILLMORE"	8	958	233	1191	929	260	1189	920	273	1193
"VA"	2005	13027	51013	27	"ARLINGTON COUNTY"	"JEFFERSON"	8	977	275	1252	924	320	1244	932	309	1241
"VA"	2005	13028	51013	28	"ARLINGTON COUNTY"	"CLAREMONT"	8	861	250	1111	851	264	1115	839	274	1113
"VA"	2005	13029	51013	29	"ARLINGTON COUNTY"	"DOMINION HILLS"	8	1084	327	1411	1030	378	1408	1036	379	1415
"VA"	2005	13030	51013	30	"ARLINGTON COUNTY"	"GLEBE"	8	674	78	752	667	80	747	644	93	737
"VA"	2005	13031	51013	31	"ARLINGTON COUNTY"	"LEXINGTON"	8	1101	343	1444	1060	399	1459	1079	377	1456
"VA"	2005	13032	51013	32	"ARLINGTON COUNTY"	"OAKRIDGE"	8	640	296	936	601	326	927	598	333	931
"VA"	2005	13033	51013	33	"ARLINGTON COUNTY"	"ROCK SPRING"	8	1111	476	1587	1052	535	1587	1079	525	1604
"VA"	2005	13034	51013	34	"ARLINGTON COUNTY"	"YORKTOWN"	8	929	340	1269	894	370	1264	904	366	1270
"VA"	2005	13035	51013	35	"ARLINGTON COUNTY"	"MADISON"	8	1131	590	1721	1070	661	1731	1098	630	1728
"VA"	2005	13036	51013	36	"ARLINGTON COUNTY"	"MARSHALL"	8	1132	379	1511	1082	421	1503	1081	427	1508
"VA"	2005	13037	51013	37	"ARLINGTON COUNTY"	"NOTTINGHAM"	8	971	326	1297	929	376	1305	945	360	1305
"VA"	2005	13038	51013	38	"ARLINGTON COUNTY"	"ARLINGTON VIEW"	8	645	152	797	629	165	794	622	175	797
"VA"	2005	13039	51013	39	"ARLINGTON COUNTY"	"ASHLAWN"	8	551	207	758	529	231	760	536	228	764
"VA"	2005	13040	51013	40	"ARLINGTON COUNTY"	"VIRGINIA SQUARE"	8	631	162	793	605	191	796	607	192	799
"VA"	2005	13041	51013	41	"ARLINGTON COUNTY"	"WOODBURY"	8	636	190	826	633	205	838	629	205	834
"VA"	2005	13042	51013	42	"ARLINGTON COUNTY"	"SHIRLINGTON"	8	653	201	854	642	221	863	641	216	857
"VA"	2005	13043	51013	43	"ARLINGTON COUNTY"	"ARLINGTON MILL"	8	387	108	495	390	93	483	382	103	485
"VA"	2005	13044	51013	44	"ARLINGTON COUNTY"	"DAWSON TERRACE"	8	728	170	898	709	189	898	711	185	896
"VA"	2005	13045	51013	45	"ARLINGTON COUNTY"	"BUCKINGHAM"	8	952	284	1236	916	314	1230	919	321	1240
"VA"	2005	13046	51013	46	"ARLINGTON COUNTY"	"OAKLAND"	8	1071	408	1479	1044	448	1492	1054	439	1493
"VA"	2005	13047	51013	47	"ARLINGTON COUNTY"	"FOUR MILE RUN"	8	283	56	339	271	58	329	270	71	341
"VA"	2005	13048	51013	48	"ARLINGTON COUNTY"	"COURTLANDS"	8	449	110	559	440	119	559	434	122	556
"VA"	2005	13049	51013	49	"ARLINGTON COUNTY"	"MONROE"	8	330	70	400	328	78	406	320	84	404
"VA"	2005	15101	51015	101	"AUGUSTA COUNTY"	"JOLIVUE"	6	231	375	606	193	415	608	260	354	614
"VA"	2005	15102	51015	102	"AUGUSTA COUNTY"	"EXPO"	6	159	282	441	131	318	449	168	282	450
"VA"	2005	15103	51015	103	"AUGUSTA COUNTY"	"VERONA"	6	363	667	1030	312	737	1049	415	638	1053
"VA"	2005	15201	51015	201	"AUGUSTA COUNTY"	"CRIMORA"	6	277	596	873	273	605	878	322	559	881
"VA"	2005	15202	51015	202	"AUGUSTA COUNTY"	"NEW HOPE"	6	309	512	821	263	587	850	334	517	851
"VA"	2005	15203	51015	203	"AUGUSTA COUNTY"	"WEYERS CAVE"	6	265	665	930	232	699	931	297	642	939
"VA"	2005	15301	51015	301	"AUGUSTA COUNTY"	"FORT DEFIANCE"	6	466	778	1244	374	901	1275	505	776	1281
"VA"	2005	15302	51015	302	"AUGUSTA COUNTY"	"NORTH RIVER"	6	126	234	360	105	262	367	157	215	372
"VA"	2005	15303	51015	303	"AUGUSTA COUNTY"	"MOUNT SOLON"	6	156	401	557	138	414	552	197	359	556
"VA"	2005	15304	51015	304	"AUGUSTA COUNTY"	"CHURCHVILLE FIRE STATION"	6	138	296	434	115	324	439	177	269	446
"VA"	2005	15401	51015	401	"AUGUSTA COUNTY"	"BUFFALO GAP"	6	154	386	540	134	428	562	217	350	567
"VA"	2005	15402	51015	402	"AUGUSTA COUNTY"	"CHURCHVILLE LIBRARY"	6	213	415	628	165	467	632	295	346	641
"VA"	2005	15403	51015	403	"AUGUSTA COUNTY"	"CRAIGSVILLE"	6	107	229	336	100	230	330	187	156	343
"VA"	2005	15404	51015	404	"AUGUSTA COUNTY"	"DEERFIELD"	6	43	121	164	42	125	167	78	90	168
"VA"	2005	15405	51015	405	"AUGUSTA COUNTY"	"CEDAR GREEN"	6	220	330	550	166	393	559	254	318	572
"VA"	2005	15501	51015	501	"AUGUSTA COUNTY"	"GREENVILLE"	6	293	536	829	229	605	834	352	488	840
"VA"	2005	15502	51015	502	"AUGUSTA COUNTY"	"MIDDLEBROOK"	6	178	331	509	148	372	520	237	291	528
"VA"	2005	15503	51015	503	"AUGUSTA COUNTY"	"SPOTTSWOOD"	6	170	299	469	150	322	472	205	264	469
"VA"	2005	15504	51015	504	"AUGUSTA COUNTY"	"WHITE HILL"	6	211	526	737	176	571	747	246	514	760
"VA"	2005	15601	51015	601	"AUGUSTA COUNTY"	"SHERANDO"	6	169	371	540	153	394	547	195	353	548
"VA"	2005	15602	51015	602	"AUGUSTA COUNTY"	"STUARTS DRAFT"	6	482	967	1449	444	1052	1496	525	975	1500
"VA"	2005	15603	51015	603	"AUGUSTA COUNTY"	"LYNDHURST"	6	263	525	788	238	559	797	278	524	802
"VA"	2005	15801	51015	801	"AUGUSTA COUNTY"	"DOOMS"	6	257	499	756	224	548	772	274	499	773
"VA"	2005	15802	51015	802	"AUGUSTA COUNTY"	"FISHERSVILLE"	6	621	997	1618	522	1085	1607	629	992	1621
"VA"	2005	15803	51015	803	"AUGUSTA COUNTY"	"WILSON"	6	325	509	834	271	595	866	356	510	866
"VA"	2005	17101	51017	101	"BATH COUNTY"	"WARM SPRINGS"	6	114	141	255	107	146	253	186	79	265
"VA"	2005	17102	51017	102	"BATH COUNTY"	"MOUNTAIN GROVE"	6	13	44	57	17	41	58	43	17	60
"VA"	2005	17201	51017	201	"BATH COUNTY"	"HOT SPRINGS"	6	151	144	295	155	138	293	246	63	309
"VA"	2005	17301	51017	301	"BATH COUNTY"	"FAIRVIEW"	6	76	153	229	84	140	224	172	60	232
"VA"	2005	17302	51017	302	"BATH COUNTY"	"BURNSVILLE"	6	16	43	59	16	39	55	35	25	60
"VA"	2005	17401	51017	401	"BATH COUNTY"	"MILLBORO"	6	189	164	353	188	159	347	276	83	359
"VA"	2005	17501	51017	501	"BATH COUNTY"	"HEALING SPRINGS"	6	170	171	341	164	163	327	273	68	341
"VA"	2005	19101	51019	101	"BEDFORD COUNTY"	"GOODVIEW ELEM SCHOOL"	5	610	906	1516	569	954	1523	609	912	1521
"VA"	2005	19102	51019	102	"BEDFORD COUNTY"	"HARDY FIRE & RESCUE"	5	181	244	425	170	252	422	182	241	423
"VA"	2005	19103	51019	103	"BEDFORD COUNTY"	"CHAMBLISSBURG FIRST AID BLDG"	5	155	210	365	149	211	360	147	211	358
"VA"	2005	19202	51019	202	"BEDFORD COUNTY"	"STAUNTON RIVER HIGH SCHOOL"	5	234	349	583	213	369	582	226	352	578
"VA"	2005	19203	51019	203	"BEDFORD COUNTY"	"MONETA ELEM SCHOOL"	5	474	692	1166	441	716	1157	484	684	1168
"VA"	2005	19204	51019	204	"BEDFORD COUNTY"	"BODY CAMP ELEM SCHOOL"	5	90	93	183	87	90	177	99	82	181
"VA"	2005	19205	51019	205	"BEDFORD COUNTY"	"SAUNDERS VOL FIRE DEPT"	5	304	503	807	284	528	812	288	532	820
"VA"	2005	19301	51019	301	"BEDFORD COUNTY"	"NEW LONDON ACADEMY"	6	378	812	1190	326	865	1191	327	875	1202
"VA"	2005	19302	51019	302	"BEDFORD COUNTY"	"BEDFORD CO NURSING HOME"	5	240	337	577	223	346	569	232	343	575
"VA"	2005	19303	51019	303	"BEDFORD COUNTY"	"BETHESDA METHODIST CHURCH"	5	151	240	391	140	253	393	145	248	393
"VA"	2005	19304	51019	304	"BEDFORD COUNTY"	"FOREST YOUTH ATHLETIC ASSOC"	6	166	312	478	145	323	468	156	317	473
"VA"	2005	19305	51019	305	"BEDFORD COUNTY"	"HUDDLESTON ELEM SCHOOL"	5	123	211	334	113	221	334	127	210	337
"VA"	2005	19401	51019	401	"BEDFORD COUNTY"	"FOREST ELEM SCHOOL"	6	334	701	1035	276	760	1036	294	741	1035
"VA"	2005	19402	51019	402	"BEDFORD COUNTY"	"THOMAS JEFFERSON ELEM SCHOOL"	6	507	918	1425	407	1011	1418	433	988	1421
"VA"	2005	19403	51019	403	"BEDFORD COUNTY"	"KNIGHTS OF COLUMBUS BLDG"	6	422	768	1190	345	836	1181	342	835	1177
"VA"	2005	19502	51019	502	"BEDFORD COUNTY"	"BIG ISLAND ELEM SCHOOL"	6	153	138	291	140	157	297	147	148	295
"VA"	2005	19503	51019	503	"BEDFORD COUNTY"	"SEDALIA CENTER"	6	135	237	372	132	251	383	134	247	381
"VA"	2005	19504	51019	504	"BEDFORD COUNTY"	"ODD FELLOWS HALL"	6	83	118	201	78	122	200	81	121	202
"VA"	2005	19505	51019	505	"BEDFORD COUNTY"	"BOONSBORO ELEMENTARY SCHOOL"	6	378	531	909	318	601	919	344	579	923
"VA"	2005	19506	51019	506	"BEDFORD COUNTY"	"BOONSBORO RURITAN CLUB"	6	268	592	860	235	624	859	245	617	862
"VA"	2005	19507	51019	507	"BEDFORD COUNTY"	"PLEASANT VIEW"	6	35	58	93	27	69	96	28	68	96
"VA"	2005	19601	51019	601	"BEDFORD COUNTY"	"MONTVALE ELEM SCHOOL"	6	264	393	657	256	402	658	274	389	663
"VA"	2005	19602	51019	602	"BEDFORD COUNTY"	"SHADY GROVE BAPTIST CHURCH"	5	243	389	632	235	390	625	245	380	625
"VA"	2005	19603	51019	603	"BEDFORD COUNTY"	"THAXTON ELEM SCHOOL"	5	275	393	668	248	426	674	277	396	673
"VA"	2005	19604	51019	604	"BEDFORD COUNTY"	"SAUNDERS GROVE BRETHERN CHURCH"	5	50	77	127	52	77	129	51	77	128
"VA"	2005	19701	51019	701	"BEDFORD COUNTY"	"GOODE RESCUE SQUAD"	5	252	617	869	230	635	865	242	622	864
"VA"	2005	19702	51019	702	"BEDFORD COUNTY"	"LIBERTY HIGH SCHOOL"	5	370	533	903	345	556	901	357	546	903
"VA"	2005	19703	51019	703	"BEDFORD COUNTY"	"BEDFORD CHRISTIAN CHURCH"	5	294	423	717	289	430	719	299	425	724
"VA"	2005	19704	51019	704	"BEDFORD COUNTY"	"SUCK SPRINGS"	5	109	164	273	96	182	278	104	176	280
"VA"	2005	21101	51021	101	"BLAND COUNTY"	"BASTIAN"	9	89	148	237	85	143	228	92	135	227
"VA"	2005	21102	51021	102	"BLAND COUNTY"	"CERES"	9	88	185	273	87	180	267	87	181	268
"VA"	2005	21201	51021	201	"BLAND COUNTY"	"DAVIS"	9	32	39	71	29	45	74	34	40	74
"VA"	2005	21202	51021	202	"BLAND COUNTY"	"SEDDON"	9	181	344	525	173	321	494	183	310	493
"VA"	2005	21301	51021	301	"BLAND COUNTY"	"HOLLYBROOK"	9	101	124	225	101	112	213	109	102	211
"VA"	2005	21302	51021	302	"BLAND COUNTY"	"MECHANICSBURG"	9	49	90	139	44	92	136	56	77	133
"VA"	2005	21401	51021	401	"BLAND COUNTY"	"ROCKY GAP"	9	166	246	412	148	239	387	152	225	377
"VA"	2005	23102	51023	102	"BOTETOURT COUNTY"	"ASBURY"	6	411	791	1202	360	864	1224	420	806	1226
"VA"	2005	23104	51023	104	"BOTETOURT COUNTY"	"TROUTVILLE"	6	149	225	374	135	239	374	155	222	377
"VA"	2005	23201	51023	201	"BOTETOURT COUNTY"	"BLUE RIDGE"	6	434	641	1075	411	674	1085	421	668	1089
"VA"	2005	23301	51023	301	"BOTETOURT COUNTY"	"BUCHANAN"	6	300	358	658	295	382	677	316	355	671
"VA"	2005	23302	51023	302	"BOTETOURT COUNTY"	"MILL CREEK"	6	187	283	470	173	303	476	196	279	475
"VA"	2005	23303	51023	303	"BOTETOURT COUNTY"	"ROARING RUN"	6	74	114	188	70	121	191	70	117	187
"VA"	2005	23304	51023	304	"BOTETOURT COUNTY"	"SPRINGWOOD"	6	141	228	369	139	227	366	167	206	373
"VA"	2005	23402	51023	402	"BOTETOURT COUNTY"	"COURTHOUSE"	6	336	404	740	307	426	733	335	410	745
"VA"	2005	23403	51023	403	"BOTETOURT COUNTY"	"EAGLE ROCK"	6	133	212	345	134	216	350	199	155	354
"VA"	2005	23404	51023	404	"BOTETOURT COUNTY"	"GLEN WILTON"	6	105	148	253	111	148	259	164	100	264
"VA"	2005	23405	51023	405	"BOTETOURT COUNTY"	"ORISKANY"	6	10	34	44	11	36	47	15	32	47
"VA"	2005	23406	51023	406	"BOTETOURT COUNTY"	"TOWN HALL"	6	202	298	500	183	321	504	217	295	512
"VA"	2005	23501	51023	501	"BOTETOURT COUNTY"	"COYNER SPRINGS"	6	210	354	564	194	367	561	200	370	570
"VA"	2005	23502	51023	502	"BOTETOURT COUNTY"	"CLOVERDALE"	6	537	794	1331	480	847	1327	515	818	1333
"VA"	2005	25101	51025	101	"BRUNSWICK COUNTY"	"BRODNAX"	5	126	85	211	125	87	212	122	88	210
"VA"	2005	25102	51025	102	"BRUNSWICK COUNTY"	"ROCK STORE"	5	127	163	290	127	163	290	128	163	291
"VA"	2005	25103	51025	103	"BRUNSWICK COUNTY"	"TILLMAN"	5	163	175	338	157	178	335	157	179	336
"VA"	2005	25201	51025	201	"BRUNSWICK COUNTY"	"DROMGOOLE"	5	78	54	132	78	57	135	79	57	136
"VA"	2005	25202	51025	202	"BRUNSWICK COUNTY"	"EDGERTON"	5	315	121	436	317	114	431	311	119	430
"VA"	2005	25203	51025	203	"BRUNSWICK COUNTY"	"FITZHUGH"	5	266	104	370	264	102	366	259	108	367
"VA"	2005	25301	51025	301	"BRUNSWICK COUNTY"	"ALBERTA"	4	46	49	95	45	49	94	43	53	96
"VA"	2005	25302	51025	302	"BRUNSWICK COUNTY"	"DANIELTOWN"	4	225	193	418	215	200	415	222	194	416
